I032B4210,,YES,23660138506,272646,1827,2015-01-28 19:11:17.000000,2
I032B4210,,YES,34235126488,273107,2003,2015-01-29 19:12:17.000000,3
I032B4210,,YES,28175167970,273519,1938,2015-01-30 19:01:59.000000,2
I032B4210,,YES,27204909925,272327,2012,2015-01-27 19:00:57.000000,2
I032B4210,,YES,22594021575,273515,1843,2015-01-25 19:12:45.000000,2
I032B4210,,YES,27703571454,271836,1848,2015-01-26 19:09:35.000000,2
I032B4210,,YES,23044306846,273099,1905,2015-01-10 19:08:24.000000,4
I032B4210,,YES,23142545059,273277,1879,2015-01-24 19:14:14.000000,1
I032B4210,,YES,28096570776,272986,1978,2015-01-23 19:08:24.000000,3
I032B4210,,YES,29194880396,272547,1905,2015-01-22 19:01:32.000000,3
I032B4210,,YES,27430437057,272153,1967,2015-01-21 19:07:12.000000,1
I032B4210,,YES,29753781225,273490,1903,2015-01-20 19:10:21.000000,3
I032B4210,,YES,22105595364,274548,1911,2015-01-18 19:05:50.000000,1
I032B4210,,YES,23227097006,273808,1849,2015-01-31 19:00:18.000000,2
I032B4210,,YES,27546334530,273147,2022,2015-01-19 19:07:40.000000,1
I032B4210,,YES,24211611057,274121,1954,2015-01-17 19:08:58.000000,4
I032B4210,,YES,26915435618,273684,1895,2015-01-16 19:10:48.000000,2
I032B4210,,YES,27575927057,273401,2394,2015-01-15 19:01:06.000000,1
I032B4210,,YES,29072110100,272594,1890,2015-01-14 19:03:46.000000,4
I032B4210,,YES,27570140375,272187,1920,2015-01-13 19:18:25.000000,2
I032B4210,,YES,29489103447,271803,1865,2015-01-12 19:00:14.000000,4
I032B4210,,YES,22833696275,272755,2005,2015-01-09 19:07:51.000000,3
I032B4210,,YES,21861319190,272380,2644,2015-01-08 19:07:41.000000,1
I032B4210,,YES,21629676702,271536,2205,2015-01-07 19:03:01.000000,1
I032B4210,,YES,22006463701,273380,1851,2015-01-11 19:13:44.000000,1
I032B4210,,YES,28490907511,272194,1938,2015-02-02 19:15:09.000000,4
I032B4210,,YES,14816954907,274129,1889,2015-02-01 19:13:29.000000,0
I032B4210,,YES,29401778918,272709,2016,2015-02-03 19:06:30.000000,4
I032B4210,,YES,29374369352,273002,1846,2015-02-04 19:10:00.000000,3
I032B4210,,YES,22336847102,273302,1899,2015-02-05 19:04:50.000000,1
S032B4210,,YES,124308523454,297777,3003,2015-01-28 19:09:56.000000,2
S032B4210,,YES,78686115926,300331,3059,2015-01-29 19:09:27.000000,2
S032B4210,,YES,32416264042,302703,2886,2015-01-30 19:04:58.000000,3
S032B4210,,YES,80252876194,295281,3129,2015-01-27 19:08:04.000000,2
S032B4210,,YES,78275473418,306267,2702,2015-01-25 19:10:03.000000,1
S032B4210,,YES,78201698278,292651,3028,2015-01-26 19:10:03.000000,0
S032B4210,,YES,99009821649,295566,2600,2015-01-10 19:07:14.000000,151
S032B4210,,YES,31778721675,304042,2672,2015-01-24 19:07:02.000000,2
S032B4210,,YES,77983570441,301873,8508,2015-01-23 19:12:31.000000,0
S032B4210,,YES,32357105970,293851,3016,2015-01-22 19:03:10.000000,1
S032B4210,,YES,77752210698,291342,3002,2015-01-21 19:08:50.000000,2
S032B4210,,YES,122976403366,288670,3089,2015-01-20 19:11:38.000000,1
S032B4210,,YES,52623316662,299386,2623,2015-01-18 19:01:57.000000,0
S032B4210,,YES,79874105906,305021,2839,2015-01-31 19:12:28.000000,2
S032B4210,,YES,31779420011,286322,2878,2015-01-19 19:06:18.000000,185
S032B4210,,YES,101135705003,297202,2695,2015-01-17 19:01:34.000000,2
S032B4210,,YES,30155248261,295057,2922,2015-01-16 19:04:34.000000,1
S032B4210,,YES,100118955412,292612,3038,2015-01-15 19:01:02.000000,3
S032B4210,,YES,77532019907,290080,3051,2015-01-14 19:03:39.000000,2
S032B4210,,YES,32193418221,287549,3071,2015-01-13 19:05:29.000000,2
S032B4210,,YES,33537382010,284914,3071,2015-01-12 19:01:59.000000,3
S032B4210,,YES,53777177483,293306,3146,2015-01-09 19:10:13.000000,3
S032B4210,,YES,30127397326,290603,3854,2015-01-08 19:03:23.000000,2
S032B4210,,YES,74423343190,287399,2958,2015-01-07 19:11:13.000000,1
S032B4210,,YES,31184691535,297401,2497,2015-01-11 19:00:57.000000,1
S032B4210,,YES,31377523802,307623,2961,2015-02-01 19:03:58.000000,1
S032B4210,,YES,79916262192,293996,3102,2015-02-02 19:11:28.000000,1
S032B4210,,YES,32741161984,295358,2907,2015-02-03 19:02:39.000000,2
S032B4210,,YES,125630403174,295913,3055,2015-02-04 19:10:30.000000,0
S032B4210,,YES,55085389129,296676,2839,2015-02-05 19:11:22.000000,2
VM1_FULLVM1_HL,s032a720,YES,27038311285,1,1,2015-02-01 02:00:37.000000,0
VM1_FULLVM1_HL,,YES,27038321801,0,965,2015-02-01 02:00:37.000000,0
VM1_FULLVM1_HL,s032a730,YES,8366101229,1,1,2015-02-01 02:25:57.000000,0
VM1_FULLVM1_HL,,YES,8366107730,0,598,2015-02-01 02:25:56.000000,0
VM1_FULLVM1_HL,s032a740,YES,11137053799,1,1,2015-02-01 02:33:51.000000,0
VM1_FULLVM1_HL,,YES,11137063842,0,920,2015-02-01 02:33:50.000000,0
VM1_FULLVM1_HL,s032a741,YES,6004810341,1,1,2015-02-01 02:47:33.000000,0
VM1_FULLVM1_HL,,YES,6004818426,0,742,2015-02-01 02:47:33.000000,0
VM1_FULLVM1_HL,s032a723,YES,10057840433,1,1,2015-02-01 02:55:32.000000,0
VM1_FULLVM1_HL,,YES,10057870859,0,2775,2015-02-01 02:55:31.000000,0
VM1_FULLVM1_HL,s032a727,YES,8375540829,1,1,2015-02-01 03:07:35.000000,0
VM1_FULLVM1_HL,,YES,8375551312,0,960,2015-02-01 03:07:35.000000,0
VM1_FULLVM1_HL,s032a728,YES,11210912111,1,1,2015-02-01 03:16:59.000000,0
VM1_FULLVM1_HL,,YES,11210922814,0,980,2015-02-01 03:16:58.000000,0
VM1_FULLVM1_HL,i032a710,YES,6545920769,1,1,2015-02-01 03:28:34.000000,0
VM1_FULLVM1_HL,,YES,6545927952,0,660,2015-02-01 03:28:33.000000,0
VM1_FULLVM1_HL,i032a720,YES,6541614544,1,1,2015-02-01 03:37:30.000000,0
VM1_FULLVM1_HL,,YES,6541621122,0,607,2015-02-01 03:37:30.000000,0
VM1_FULLVM1_HL,i032a730,YES,7500278875,1,1,2015-02-01 03:44:47.000000,0
VM1_FULLVM1_HL,,YES,7500285970,0,652,2015-02-01 03:44:47.000000,0
VM1_FULLVM1_HL,i032a731,YES,5998814875,1,1,2015-02-01 03:53:21.000000,0
VM1_FULLVM1_HL,,YES,5998820892,0,554,2015-02-01 03:53:20.000000,0
VM1_FULLVM1_HL,s032a710,YES,6893296515,1,1,2015-02-01 03:59:46.000000,0
VM1_FULLVM1_HL,,YES,6893306272,0,894,2015-02-01 03:59:45.000000,0
VM1_FULLVM1_MBB,,YES,3882267014,0,418,2015-01-10 09:03:12.000000,0
VM1_FULLVM1_MBB,i032aw000120,YES,3882262493,1,1,2015-01-10 09:03:12.000000,0
VM1_FULLVM1_MBB,,YES,647034204,0,183,2015-01-10 09:01:50.000000,0
VM1_FULLVM1_MBB,i032aw000200,YES,647032290,1,1,2015-01-10 09:01:50.000000,0
VM1_FULLVM1_MBB,,YES,34666,0,10,2015-01-10 09:01:17.000000,0
VM1_FULLVM1_MBB,i032a055,YES,34633,1,1,2015-01-10 09:01:18.000000,0
VM1_FULLVM1_MBB,,YES,865601458,0,378,2015-01-10 07:26:51.000000,0
VM1_FULLVM1_MBB,i032a006,YES,865597377,1,1,2015-01-10 07:26:51.000000,0
VM1_FULLVM1_MBB,,YES,631419020,0,179,2015-01-10 09:00:02.000000,0
VM1_FULLVM1_MBB,,YES,25328648820,0,1600,2015-01-10 06:40:53.000000,0
VM1_FULLVM1_MBB,i032a058,YES,25328631297,1,1,2015-01-10 06:40:53.000000,0
VM1_FULLVM1_MBB,i032aw000201,YES,631417150,1,1,2015-01-10 09:00:02.000000,0
VM1_FULLVM1_MBB,,YES,189000359,0,226,2015-01-10 07:27:47.000000,0
VM1_FULLVM1_MBB,,YES,162908115398,0,2474,2015-01-10 05:28:07.000000,0
VM1_FULLVM1_MBB,i032mw999020,YES,188997950,1,1,2015-01-10 07:27:47.000000,0
VM1_FULLVM1_MBB,i032a055_drtest,YES,162908088261,1,1,2015-01-10 05:28:08.000000,0
VM1_FULLVM1_MBB,,YES,4900514159,0,376,2015-01-10 07:07:26.000000,0
VM1_FULLVM1_MBB,i032a900,YES,4900510100,1,1,2015-01-10 07:07:27.000000,0
VM1_FULLVM1_MBB,,YES,201971460,0,209,2015-01-10 07:25:20.000000,0
VM1_FULLVM1_MBB,i032iw000080,YES,201969216,1,1,2015-01-10 07:25:21.000000,0
VM1_FULLVM1_MBB,,YES,716374070,0,122,2015-01-10 07:22:53.000000,0
VM1_FULLVM1_MBB,i032aw000993,YES,716372805,1,1,2015-01-10 07:22:54.000000,0
VM1_FULLVM1_MBB,,YES,912092641,0,384,2015-01-10 07:19:00.000000,0
VM1_FULLVM1_MBB,i032a090,YES,912088494,1,1,2015-01-10 07:19:00.000000,0
VM1_FULLVM1_MBB,,YES,1998691990,0,250,2015-01-10 07:12:05.000000,0
VM1_FULLVM1_MBB,i032aw000036,YES,1998689317,1,1,2015-01-10 07:12:05.000000,0
