S032B4220,53.121.95.62,s032a622,2013-06-25 10:56:24.000000,ADMIN,OME_ARCH,ARCHIVE,2013-11-07 11:26:16.000000,Tcp/Ip,"3,22000000000000E+002","3,31000000000000E+002","0,00000000000000E+000","0,00000000000000E+000",20979211612,8693
S032M507_ARCH,53.121.95.81,S032MW000163,2013-05-03 08:37:43.000000,ADMIN,WIN_ARCH,ARCHIVE,2014-02-18 10:42:25.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032MW000163_ARCH,53.121.95.81,S032MW000163,2013-05-16 09:35:10.000000,ADMIN,WIN_ARCH,ARCHIVE,2015-01-28 13:04:06.000000,Tcp/Ip,"8,61000000000000E+002","9,48000000000000E+002","0,00000000000000E+000","0,00000000000000E+000",39487071553,13694
NA1_FS1_ARCHIVE,53.121.95.81,S032MW000163,2013-05-20 15:22:25.000000,ADMIN,FS_ARCH,ARCHIVE,2015-02-03 08:11:21.000000,Tcp/Ip,"1,22100000000000E+003","6,40000000000000E+002","1,00000000000000E+001","0,00000000000000E+000",29571667565,11439
VM1_FULLVM1_HL,53.121.95.81,S032MW000163,2013-06-06 15:20:03.000000,ADMIN,MBB_FULLVM,FULLVM,2015-02-01 04:07:18.000000,Tcp/Ip,"0,00000000000000E+000","4,50000000000000E+002","0,00000000000000E+000","0,00000000000000E+000",5514,5344
VM1_FULLVM1_MBB,53.121.95.81,S032MW000163,2013-06-06 15:20:23.000000,ADMIN,MBB_FULLVM,FULLVM,2015-01-31 19:11:12.000000,Tcp/Ip,"0,00000000000000E+000","2,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",3092,420
VM1_FULLVM1_ARCH,53.121.95.81,S032MW000163,2013-06-06 15:20:38.000000,ADMIN,WIN_ARCH,FULLVM,2014-02-18 10:23:51.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
C032ZMBF0ZC,53.121.95.81,S032MW000163,2013-11-12 11:38:12.000000,ADMIN,,DAILY,2015-01-19 11:33:00.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S098M160_FULLVM_EMEA,53.121.95.149,S032M501,2013-06-06 15:21:01.000000,ADMIN,EMEA_FULLVM,FULLVM,2013-06-10 09:58:23.000000,Tcp/Ip,"1,08250000000000E+004","1,08650000000000E+004","2,00000000000000E+001","0,00000000000000E+000",176467364910,209039
VM_VMCLI,53.121.95.149,S032M501,2013-07-16 14:32:24.000000,ADMIN,,FULLVM,2014-05-30 07:54:12.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
VM_DCSTR,53.121.95.149,S032M501,2013-07-16 14:32:24.000000,ADMIN,,FULLVM,2014-05-30 07:54:12.000000,Tcp/Ip,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",1178,593
S032AW000033_ARCH,53.121.95.155,S032AW000033,2014-04-23 09:12:22.000000,ZMBF0ZC,,ARCHIVE,2015-02-03 05:09:12.000000,Tcp/Ip,"5,36000000000000E+002","5,40000000000000E+002","2,00000000000000E+000","0,00000000000000E+000",18785632782,9905
BERLIN_ARCH,53.123.2.146,berlin,2013-05-28 12:26:36.000000,ADMIN,UNIX_ARCH,ARCHIVE,2013-11-15 14:20:33.000000,Tcp/Ip,"3,38720000000000E+004","3,94900000000000E+003","3,70000000000000E+001","0,00000000000000E+000",986888188405,100613
FERNARCH,53.123.21.180,i032a680,2013-05-08 10:35:57.000000,ADMIN,TSYS_ARCH,ARCHIVE,2013-12-17 15:45:15.000000,Tcp/Ip,"2,13040000000000E+004","2,17100000000000E+004","1,28000000000000E+002","0,00000000000000E+000",1543363240059,172254
TSYSARCH,53.123.21.180,i032a680,2013-09-10 11:02:19.000000,ADMIN,TSYS_ARCH,ARCHIVE,2013-12-20 11:33:36.000000,Tcp/Ip,"0,00000000000000E+000","2,18000000000000E+002","1,00000000000000E+000","1,46000000000000E+002",1450,7002
NA1_FS3_ARCHIVE,53.121.27.45,D098M160,2013-05-15 14:16:23.000000,ADMIN,FS_ARCH,ARCHIVE,2015-01-15 22:03:16.000000,Tcp/Ip,"3,18900000000000E+003","1,18300000000000E+003","1,63000000000000E+002","0,00000000000000E+000",18287796827,51561
S032B4210_ORA,53.31.98.210,s032b4210,2013-06-25 10:55:57.000000,ADMIN,PU_ORA,DAILY,2013-06-25 11:33:46.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032B4210,53.31.98.210,s032b4210,2013-06-25 10:56:14.000000,ADMIN,OME_ARCH,DAILY,2015-02-03 07:29:29.000000,Tcp/Ip,"9,81000000000000E+002","1,07500000000000E+003","4,50000000000000E+001","1,00000000000000E+000",79947040862,67201029
S032B4210_PAST_ORA,53.31.98.210,s032b4210,2013-08-02 12:02:58.000000,ADMIN,PU_ORA,DAILY,2014-05-12 17:16:21.000000,Tcp/Ip,"3,00000000000000E+000","9,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",197686668,13380
S032B4210_USGAAP_ORA,53.31.98.210,s032b4210,2013-08-06 13:32:44.000000,ADMIN,PU_ORA,DAILY,2014-05-15 18:05:35.000000,Tcp/Ip,"5,00000000000000E+000","9,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",157310976,13380
S032B4210_DAILY_ORA,53.31.98.210,s032b4210,2013-08-26 14:55:44.000000,ADMIN,PU_ORA,DAILY,2013-08-26 15:09:03.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032B4210_PASTC1_ORA,53.31.98.210,s032b4210,2013-08-26 14:56:00.000000,ADMIN,PU_ORA,DAILY,2013-12-01 03:25:20.000000,Tcp/Ip,"2,67000000000000E+002","2,96000000000000E+002","2,70000000000000E+001","0,00000000000000E+000",105137253,6568
I032A600_ARCH,53.123.21.145,i032a600,2013-05-28 09:50:44.000000,ADMIN,UNIX_ARCH,ARCHIVE,2015-02-02 23:00:12.000000,Tcp/Ip,"0,00000000000000E+000","2,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",100648,9347
S032G062_ARCH,53.121.94.144,S032G062,2013-05-13 14:49:50.000000,ADMIN,WIN_ARCH,ARCHIVE,2015-01-27 20:53:51.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
D032A001,,,2013-05-03 15:30:17.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-05-03 15:30:17.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032A001,,,2013-05-06 09:17:44.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-05-06 09:17:44.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S098G063_ARCH,,,2013-05-06 11:10:18.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-05-06 11:10:18.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
STGZ1V01_ARCH,,,2013-05-06 13:08:53.000000,ADMIN,UNIX_ARCH,ARCHIVE,2013-05-06 13:08:53.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
TPUZ1V01_ARCH,,,2013-05-06 14:50:55.000000,ADMIN,UNIX_ARCH,DOMAIN_28DAYS,2013-05-06 14:50:55.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
I032A001,,,2013-05-07 08:40:55.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-05-07 08:40:55.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032001C_ARCHIVE,,,2013-05-13 15:16:18.000000,ADMIN,FS_ARCH,ARCHIVE,2013-05-13 15:16:18.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
I032C032_ARCH,,,2013-05-15 08:51:24.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-05-15 08:51:24.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
I032C033_ARCH,,,2013-05-15 09:44:40.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-05-15 09:44:40.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032C021_ARCH,,,2013-05-15 10:59:07.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-05-15 10:59:07.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032C020_ARCH,,,2013-05-15 11:22:08.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-05-15 11:22:08.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032003C_ARCHIVE,,,2013-05-16 08:39:30.000000,ADMIN,FS_ARCH,ARCHIVE,2013-05-16 08:39:30.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032A081,,,2013-05-22 09:59:22.000000,ADMIN,UNIX_ARCH,ARCHIVE,2013-05-22 09:59:22.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
TPUZ1V01,,,2013-05-23 09:38:28.000000,ADMIN,UNIX_ARCH,DOMAIN_28DAYS,2013-05-23 09:38:28.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032V4801,,,2013-06-24 17:01:52.000000,ADMIN,OME_ARCH,ARCHIVE,2013-06-24 17:01:52.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032V4802,,,2013-06-24 17:02:00.000000,ADMIN,OME_ARCH,ARCHIVE,2013-06-24 17:02:00.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
I032B4220_ORA,,,2013-06-25 10:55:51.000000,ADMIN,TPU_ORA,DAILY,2013-06-25 10:55:51.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
I032B4220,,,2013-06-25 10:56:30.000000,ADMIN,OME_ARCH,DAILY,2013-06-25 10:56:30.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
VM_VCENTER,,,2013-07-16 14:32:24.000000,ADMIN,,FULLVM,2013-07-16 14:32:24.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032A582_ARCH,,,2013-09-10 11:55:11.000000,ADMIN,WIN_ARCH,ARCHIVE,2013-09-10 11:55:11.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
C032ZMBF0HM,,,2013-11-12 11:05:53.000000,ADMIN,,DAILY,2013-11-12 11:05:53.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
C032ZMBFT39,,,2013-11-12 13:14:55.000000,ADMIN,,DAILY,2013-11-12 13:14:55.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
C032ZMBFO99,,,2013-11-12 13:44:18.000000,ADMIN,,DAILY,2013-11-12 13:44:18.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
I032A680,,,2013-11-19 11:15:31.000000,ADMIN,,DAILY,2013-11-19 11:15:31.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
I032A600,,,2013-12-04 13:29:44.000000,ADMIN,,DAILY,2013-12-04 13:29:44.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
S032A600,,,2013-12-04 17:28:25.000000,ADMIN,,DAILY,2013-12-04 17:28:25.000000,,"0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000","0,00000000000000E+000",0,0
